drug_id,old_selling_price
424974,98.92
425156,176.11
425258,95.57
425351,638.4
425962,59.06
426180,113.15
426455,174.25
426474,43.03
426613,42.18
428986,31.39
429190,535.5
429276,115.2
429544,113.45
430361,148.38
430629,1012.83
430713,179.45
430874,143.71
432143,82.7
432611,213.56
432674,256.59
436058,121.92
436852,57.38
436977,49.0
437156,116.1
437323,782.1
437363,523.07
437591,103.6
438247,213.88
438450,332.82
439053,243.21
439062,394.85
439181,281.77
439185,165.75
439345,114.3
440665,157.32
440714,25.26
441123,262.65
441150,169.15
441333,252.61
441378,129.89
441431,21.9
442216,80.88
442713,95.23
442956,216.75
443121,159.01
443343,140.25
443472,88.48
443709,25.5
444063,275.0
444123,92.2
444579,207.0
444687,180.89
445333,143.44
445432,283.05
445525,551.65
445639,46.57
446107,132.0
446318,628.73
446938,9.6
446942,130.01
447016,71.72
448998,477.33
451827,393.21
452019,82.87
452193,155.29
453735,67.15
454800,2034.26
456873,81.52
457032,182.96
459768,157.78
460845,139.6
464552,184.08
465182,185.0
465244,176.31
468587,79.69
478528,557.77
482559,297.5
482904,191.25
483027,86.7
485180,209.49
485209,159.47
485729,386.49
485730,106.75
485739,435.71
485748,62.53
485820,290.7
485935,736.92
486250,174.25
486260,210.37
486318,44.27
486345,250.58
486367,133.07
486426,193.19
486652,385.45
486689,76.5
486748,319.67
486749,192.18
486754,72.0
486848,121.92
486991,175.1
487021,251.01
487043,110.36
487195,450.5
487291,26.25
487408,104.38
487517,43.0
487520,21.0
487521,21.0
487582,42.0
487591,40.69
487635,265.03
487689,83.27
487697,88.59
487803,154.59
487938,247.83
488106,104.55
488135,30.0
488212,131.75
488343,54.5
488387,298.75
488524,695.84
488647,0.89
488725,58.0
488774,28.5
488782,71.17
488879,378.51
488909,198.07
488922,132.6
488954,356.75
488984,113.05
489046,2.11
489146,74.72
489171,278.91
489204,73.0
489212,220.0
489262,173.42
489343,40.01
489396,231.17
489577,78.8
490192,68.0
490233,89.0
490365,231.17
490466,17.0
490554,418.36
490602,521.94
490882,187.26
490940,26.0
491032,142.8
491036,61.35
491083,113.16
491186,237.07
491195,114.75
491220,46.61
491285,15.0
491449,715.5
491475,171.28
491725,258.64
491819,47.0
491823,115.0
491877,55.34
492383,181.26
492384,180.1
