drug_id,old_selling_price
200517,170.85
201035,181.41
201157,48.41
201829,74.23
202159,144.24
202187,171.33
202347,187.54
202551,138.87
202595,51.0
203425,162.56
203499,143.44
204829,9.61
204945,57.77
206387,163.36
208697,194.44
209315,166.13
210049,213.48
212923,145.39
218937,28.27
220063,36.65
220439,68.05
226079,28.13
226601,155.39
229847,178.58
234823,91.6
245909,104.84
250121,176.93
256227,155.38
258191,195.5
258243,141.3
267185,102.48
269889,156.74
274263,163.63
276181,48.65
276919,210.6
281823,16.0
284163,87.65
288443,29.22
294005,80.49
294533,146.39
303555,289.27
313497,198.97
318121,181.88
320369,129.1
326993,136.14
340131,113.9
343261,49.0
343327,98.81
356625,297.24
361857,60.8
363745,124.31
363811,167.35
385189,70.0
385203,18.31
385219,39.0
385289,20.63
395123,89.25
395317,171.0
754807,95.62
754988,279.1
755048,175.31
755105,99.61
755380,254.15
755447,80.97
755465,67.11
755675,101.15
755681,234.26
755702,370.44
755744,232.74
755799,22.2
755925,87.48
755928,49.0
756005,412.98
756070,225.0
756096,121.5
756123,155.38
756136,129.28
756149,2.34
757889,89.6
757914,46.0
758040,25.81
758059,229.88
758074,276.07
758094,126.7
758203,169.31
758218,185.3
758222,429.25
758265,1274.15
758328,92.34
758393,95.4
758509,245.16
758555,2116.5
758598,151.3
758623,403.75
758632,144.5
758669,169.15
758742,135.15
758833,269.45
758934,160.91
759340,103.6
759374,210.8
759392,59.0
759480,301.22
759506,42.5
759595,314.5
759599,212.5
759656,168.94
759681,57.89
759742,289.0
759845,69.28
760046,322.7
760095,49.44
760147,44.87
273,150.61
429,67.5
493,238.5
785,344.25
985,102.8
1101,51.8
1187,175.31
2293,197.03
2371,79.45
2429,178.5
5039,97.22
6355,52.62
9443,180.33
16883,276.51
19553,229.83
20619,177.94
21071,86.86
25233,206.11
26781,135.47
27419,217.86
28879,70.92
29053,172.8
29061,102.95
36757,238.26
37039,203.2
37101,134.04
37243,203.2
37349,256.14
42421,147.22
45849,107.1
46337,29.01
49213,168.18
49997,191.25
57909,220.74
57961,494.68
58027,180.29
60143,377.19
60523,76.08
61165,91.64
61895,128.25
62009,185.67
62253,392.86
62295,110.43
65777,211.5
66709,20.07
67393,87.65
69765,407.19
71279,35.15
72243,96.54
76535,432.7
77667,34.26
77787,118.74
78443,185.53
78445,69.36
78515,117.81
78519,737.22
78633,147.65
80745,321.13
81423,70.13
90117,139.5
90157,146.71
90249,73.77
90467,89.09
90911,92.44
95547,63.39
95963,117.67
96007,97.2
101665,79.64
102395,298.83
102975,500.35
103273,226.15
108237,51.6
108339,101.2
108517,45.34
108569,56.1
113409,14.66
113807,217.67
115605,86.61
115733,170.51
116287,233.75
120299,1162.8
120499,79.39
123781,454.38
125249,144.07
142855,226.95
149127,160.97
151899,92.7
155493,178.5
158243,294.1
158335,165.88
159277,79.69
161313,87.81
161315,557.81
161729,89.33
162319,636.7
164709,264.14
167969,144.62
168339,216.97
168685,133.35
171381,143.5
172441,335.49
173287,159.09
173439,289.26
199889,61.71
200127,394.4
200375,921.58
200539,26.68
200555,139.42
201233,16.23
201311,130.47
201537,237.06
201745,86.06
201777,314.03
202725,138.62
202849,172.24
203187,264.94
204743,107.58
204957,370.95
205095,269.93
206351,189.63
208137,70.36
208597,58.38
210319,361.08
214631,25.1
216759,1084.05
219857,16.0
219871,177.77
222433,188.0
223867,34.5
231095,146.07
233299,99.45
234733,32.67
240715,46.14
240759,116.74
244869,254.53
244917,41.44
255085,180.37
255091,215.16
256369,58.27
259035,31.0
260765,239.06
260991,137.31
260997,193.63
262301,30.93
269435,86.21
269937,49.0
284555,544.26
284653,184.08
297019,38.5
301055,302.29
313315,126.0
317151,224.6
320533,38.02
331949,63.99
341183,195.73
341425,158.76
341565,92.2
350463,163.36
356609,86.9
357351,161.48
358373,171.12
361703,53.01
369359,808.83
373295,46.22
384939,34.0
385039,54.76
385061,51.0
385167,18.05
385281,36.0
385571,38.5
395107,94.5
396607,128.25
396991,106.88
397519,254.2
397563,5.2
398853,105.94
399017,74.11
399085,40.8
399315,64.0
399885,274.81
400643,73.31
400981,224.2
401101,118.35
402151,86.06
402261,95.64
402410,294.47
402421,218.29
402741,83.3
402933,215.95
403806,172.55
404484,237.04
404487,325.52
405453,118.74
405702,112.5
406277,18.0
406461,462.19
406679,99.61
406834,215.1
407083,130.69
407276,175.9
408321,97.75
408381,83.97
409842,366.56
410091,147.93
410830,230.26
410973,54.35
411001,212.63
411538,649.44
411652,18.0
412236,358.2
412356,64.94
412584,47.46
412679,19.92
413447,44.65
413834,340.2
414802,196.03
414890,40.04
415400,93.47
415546,122.35
415688,151.41
416215,97.75
417289,29.7
417712,382.5
201657,158.58
203717,40.67
205143,195.41
206073,196.61
206773,81.0
206975,214.28
207095,48.64
207611,61.35
207781,48.83
208965,141.05
211495,192.05
211537,286.41
212071,62.55
212951,65.28
213129,26.21
215371,197.63
222711,60.31
229795,210.47
229893,78.11
230489,585.98
230615,97.47
231319,246.4
232843,81.28
235643,177.74
237689,136.26
247817,138.66
252305,201.09
255065,312.38
261087,279.71
264041,176.1
266551,187.24
266697,121.13
266757,245.0
287219,666.9
288943,489.29
289501,374.54
297487,150.61
297735,406.3
302935,508.78
306299,137.32
309435,427.12
318395,116.03
328335,107.58
341305,259.11
342403,34.85
343567,158.58
343825,120.73
345411,190.45
345527,235.19
351555,351.42
351715,156.19
358275,120.4
359683,125.12
361673,77.63
362213,115.55
363723,163.36
363869,131.49
376855,254.19
385187,44.97
385583,82.88
385629,137.78
395039,196.65
395251,90.05
396331,63.4
396403,279.7
396441,256.0
398247,119.45
398361,1052.81
398855,56.13
398961,94.66
399613,230.0
399739,118.63
399827,175.0
399835,60.0
400021,346.5
400193,86.99
400207,142.5
400451,117.0
400743,27.43
401038,263.93
401113,104.38
401485,117.89
402164,151.3
403362,153.0
403692,63.0
404046,234.0
404190,204.75
404256,225.25
405831,134.9
406313,218.7
406985,169.13
407171,289.26
407306,152.0
407781,56.25
409194,76.5
409200,210.94
409323,145.04
410107,844.15
410244,135.0
410287,150.61
410655,113.45
410814,1003.5
412894,285.6
412906,445.31
413030,68.08
413444,135.0
414544,202.48
414691,72.0
415148,18.7
415324,168.3
415790,35.46
416152,38.0
416846,138.72
418314,40.5
418951,247.1
419380,223.92
419449,234.0
419502,63.28
419527,162.56
420381,105.35
420436,168.3
420456,175.1
420517,99.0
420661,335.45
420723,28.05
420846,114.75
421201,126.0
421537,429.25
421680,168.01
421917,441.46
421926,139.45
422316,16.07
422962,78.89
423058,7.89
423271,140.65
423631,225.0
424598,426.33
425371,42.89
425531,411.82
426631,1470.5
429411,1003.41
430979,100.3
432549,71.72
434076,253.13
435832,174.51
436556,714.0
436589,111.78
436732,261.99
437067,238.25
437265,160.17
438105,377.43
438343,93.23
438414,456.76
438847,112.34
439357,296.65
440622,369.83
441390,88.35
441667,79.54
441975,97.03
442002,342.65
442059,297.5
443865,107.53
444117,129.1
445155,145.43
445804,59.84
446245,65.34
453324,103.46
454971,304.41
456489,22.31
456852,66.13
459828,68.97
461945,10.62
462989,67.74
469646,134.3
473721,201.6
473982,43.94
481530,297.5
481620,127.07
485945,225.0
1675,109.68
1821,198.0
2507,218.34
15023,292.45
17391,151.0
19441,996.1
26783,100.79
28679,13.01
29073,63.29
38503,437.53
40707,306.85
44927,280.47
62375,44.1
70057,138.64
74671,141.05
81447,119.94
81837,86.78
82155,87.85
93005,56.89
93561,57.56
95667,199.84
96635,557.81
102979,164.95
103131,92.44
103593,267.75
111013,143.0
114065,29.48
115373,232.53
118245,148.71
119217,1116.25
122959,548.25
148973,26.69
151251,20.71
152601,92.68
154071,28.9
161145,109.65
161455,677.88
162729,200.6
522442,37.84
522755,167.35
522935,438.29
522977,57.66
523550,22.15
523680,151.38
523719,348.02
523907,88.0
523908,38.0
523965,73.24
524090,8.98
524267,5225.22
524517,525.67
524545,395.1
524576,26.0
524609,282.75
524621,101.0
534244,96.05
554818,645.47
609635,344.25
615626,345.8
617586,139.5
630076,442.8
639724,192.0
658025,93.52
679457,61.35
735057,135.46
753247,1278.15
754428,46.57
754446,680.63
754451,440.49
754497,72.31
754764,111.25
754769,99.0
754785,147.6
754790,499.5
754869,400.0
754995,29.3
755169,60.0
755179,99.0
755231,240.38
755316,78.89
755433,121.49
755507,38.29
755634,187.68
755640,1179.38
755732,718.53
755860,96.56
755960,156.19
755963,22.1
758240,50.63
758252,358.7
758361,135.47
758500,133.88
758604,297.5
758660,248.63
758741,109.97
758901,151.8
758942,7436.65
758972,113.16
759062,89.82
759098,29.33
759155,450.5
759250,34.0
759348,115.6
759468,559.2
759537,79.69
486133,151.3
486439,45.01
486717,127.5
486854,132.6
486877,596.91
487232,150.51
487586,33.0
487712,141.44
487970,160.13
487987,43.59
488072,96.56
488093,120.3
488251,712.5
488324,844.69
488386,247.35
488556,245.61
488561,35.27
488664,105.35
488704,110.5
488846,900.0
488902,141.05
488912,60.01
488930,187.26
488977,115.55
488987,120.33
489444,421.18
489469,114.75
489658,277.1
489840,490.45
490258,78.4
490370,115.74
490460,14.0
490491,118.73
490532,142.64
490713,42.75
490960,235.08
490984,94.05
491169,99.0
491409,249.59
491455,215.56
491516,54.0
491533,40.0
491668,38.0
491704,128.73
492196,116.59
492573,150.51
492867,157.93
493030,278.11
493217,94.5
493626,152.96
493686,498.44
493878,53.15
494161,105.88
494491,63.47
494577,190.91
494584,243.96
495233,148.21
495245,181.17
495508,92.6
495523,288.9
495584,116.66
495640,1349.1
495952,143.07
496378,1518.02
496486,146.81
496546,336.84
496631,144.63
496664,100.41
496759,68.6
496872,391.5
497131,355.5
497314,192.85
497398,198.85
497649,199.38
497817,233.75
498023,19.0
498629,191.24
498712,216.75
498754,62.7
499008,218.03
499038,79.69
499421,190.29
499433,450.5
499643,342.39
499692,210.26
499958,20.31
500048,479.7
500074,65.82
500140,124.38
500189,213.56
500234,886.55
500485,209.17
500796,80.99
501037,33.96
501159,269.3
501345,124.93
501407,126.38
501409,241.05
501430,154.28
172407,52.49
177937,302.73
201597,235.58
203133,303.45
203297,135.15
204959,118.74
207749,71.72
212101,111.76
212527,62.16
230265,56.85
231323,56.25
263323,50.13
266629,93.23
269539,608.51
297481,108.05
327675,186.45
329331,162.52
358359,307.36
384963,78.11
385285,24.01
398283,1219.22
398657,119.43
398993,63.11
404430,191.25
405447,175.1
405783,232.29
405942,137.39
406716,792.06
408008,127.5
501516,160.79
501533,110.75
501612,433.5
501640,109.45
501745,103.6
501834,258.59
502065,333.49
502157,215.37
502174,85.88
502222,134.67
502300,89.71
502329,147.42
502578,123.91
502912,245.73
503275,168.33
503539,24.41
503647,259.35
503784,35.03
503814,73.15
503922,209.27
503929,104.04
504046,148.0
504190,325.92
504315,187.43
504401,285.69
504443,12.05
505528,127.19
506102,52.27
506431,469.2
506517,278.26
506580,175.01
507298,412.78
507495,128.09
508177,60.0
508221,215.16
508302,249.42
508490,133.88
508703,294.23
508761,154.7
508897,415.23
508946,211.78
509505,626.74
509590,239.05
509636,81.6
509946,46.4
510032,450.0
510038,180.88
510139,90.75
510203,99.75
510264,186.27
510400,57.27
510589,90.75
511061,1251.89
511264,459.01
511466,156.0
511867,167.35
512796,28.42
513163,213.0
513618,335.0
513920,620.5
513972,184.08
514077,261.9
514350,497.5
514370,45.38
515039,27.31
516005,43.5
517058,260.34
517083,130.48
517087,431.1
517784,152.46
518321,139.78
518338,95.63
518423,61.35
518550,169.74
518611,46.97
518640,363.04
518743,128.25
519234,187.03
519466,349.03
519517,297.5
519590,250.69
519611,158.0
519838,78.0
519879,133.87
519888,200.0
520043,81.88
520052,369.6
520099,19.0
520262,197.4
520441,136.14
520637,152.2
521053,170.0
521127,45.81
521130,56.28
521237,45.0
521328,100.12
521334,199.22
521471,167.35
521558,701.25
521654,243.05
521727,11.83
521751,63.96
521754,149.15
521979,44.0
522021,180.49
522131,195.5
522417,733.81
522915,85.08
523630,96.99
523645,347.92
523722,525.53
523823,208.74
524018,87.65
524403,1015.98
408387,157.87
409411,158.83
410130,288.47
410601,37.0
413024,307.95
413191,56.35
414037,705.5
415229,63.0
415763,136.8
416273,309.59
418641,266.24
419619,117.54
422091,629.1
422106,374.0
422703,96.42
423072,136.14
423399,131.49
424081,26.55
424569,41.44
425408,49.28
429248,425.25
429769,148.22
432502,297.5
434255,79.77
434269,111.56
436506,109.17
437199,102.1
437615,191.25
438981,224.71
440010,115.43
418402,109.96
418474,700.4
418914,155.39
418992,73.0
419110,13.83
419334,139.33
419598,120.6
420495,161.76
420750,442.47
420804,248.63
420865,298.76
421017,284.72
421333,53.83
421570,88.2
421603,194.0
421833,77.56
422623,93.5
422830,4.6
423139,133.98
423760,34.05
424090,54.45
424353,131.49
424580,42.66
424584,172.89
424968,272.06
426312,145.73
429951,517.65
434224,123.25
434405,114.75
435561,145.48
437209,50.56
437980,406.4
438269,76.75
438497,56.58
438839,8.9
438894,108.01
439177,458.16
439847,51.71
439897,152.91
440112,62.52
440472,103.91
441297,134.35
441658,126.69
441816,294.83
442041,102.0
442288,35.54
443685,23.14
443787,122.03
444492,215.05
444888,911.18
445699,112.36
445726,193.73
446447,291.66
446734,50.85
447591,209.22
451137,115.55
452481,165.64
455673,181.52
457263,140.57
457371,108.24
458721,24.41
459645,726.37
461861,75.92
462284,579.7
466241,70.92
470908,66.5
470953,33.99
478568,154.28
481752,70.13
486274,173.55
486514,66.79
486638,55.67
486660,45.0
486707,150.41
486818,45.39
486960,199.22
487068,48.13
487069,101.24
487086,284.11
487126,175.95
487382,71.71
487801,64.16
487809,414.8
487885,561.63
488054,544.35
488209,178.3
488504,192.48
488603,153.39
488950,180.76
489027,83.0
489096,96.05
489115,169.2
489195,105.3
489233,136.0
489243,99.0
489290,239.4
489375,118.74
489447,110.25
490197,189.85
490336,137.75
490361,99.0
491143,85.5
491317,42.0
491500,45.1
491607,127.88
491637,58.06
491835,53.0
491908,62.05
492017,296.46
492473,189.66
492551,378.51
492875,94.83
492922,845.0
493023,246.93
493296,204.4
493457,200.9
493560,117.0
493604,495.9
493742,115.54
493841,92.84
494125,147.25
494135,557.81
494212,36.0
494293,80.88
494803,239.06
494934,48.0
495209,155.82
495504,14.25
495519,605.08
496243,94.04
496328,69.98
496508,340.39
496714,159.8
496925,637.5
497491,293.91
497519,228.6
497729,119.85
497791,120.0
497800,345.48
497857,59.76
497892,146.2
498241,517.97
498523,86.05
498631,130.9
498706,249.42
498783,289.26
498900,115.5
499043,28.93
499328,167.03
499521,21.94
499746,197.2
499803,142.5
500173,231.1
500206,231.41
500243,231.1
500298,385.69
500308,127.5
500411,127.26
500414,134.6
500538,87.55
500606,117.43
501020,159.38
501187,139.93
501247,116.28
501451,141.59
501514,129.54
501800,263.5
502046,334.73
502108,195.5
502286,195.9
502291,331.5
502301,124.27
502416,379.69
502504,120.02
502623,129.89
502630,60.68
502686,93.63
502855,772.82
502972,321.3
503145,107.06
503192,215.95
503489,127.5
503502,279.85
503522,66.5
503566,12.0
503607,279.7
503680,134.23
503685,54.0
503705,116.79
504041,304.3
504166,168.13
504239,95.77
504437,87.51
504615,74.67
504918,144.62
505053,219.14
505492,131.75
505558,284.78
505667,532.31
506743,422.79
508298,295.76
508375,40.0
508485,107.41
508546,124.1
508566,381.77
508630,109.78
508796,187.26
508865,203.77
508891,59.5
508893,62.69
509169,91.64
509484,59.88
509672,56.64
509691,182.75
509837,243.85
509896,210.8
509934,227.09
509976,317.9
510004,108.84
510046,292.45
510161,167.35
510256,244.26
510694,108.38
511089,97.57
511098,117.05
511276,217.55
511367,108.57
512357,208.25
512921,62.0
513333,49.06
514018,39.45
514290,191.25
516271,256.5
516965,73.1
516983,118.32
517404,208.25
517590,27.0
517943,298.83
518178,157.62
518251,234.68
518471,113.4
518501,172.12
518526,15.94
518620,192.81
518643,487.09
518898,174.25
519003,445.49
519140,129.34
519272,701.25
519437,49.0
519494,315.56
519527,252.0
519588,128.69
519647,131.45
519806,119.54
519869,100.0
519880,147.49
519904,102.4
519918,142.2
520217,20.0
520224,60.0
520434,52.36
520440,69.83
520509,60.01
520516,37.43
520710,169.15
520837,1292.09
521288,83.7
521316,100.3
521373,122.02
521527,258.98
521554,18.32
521828,63.75
521830,286.59
521944,224.31
522042,52.92
522085,109.17
522346,64.0
522356,386.03
522482,40.0
522581,408.43
522779,64.55
523282,42.99
523572,17.0
523931,17.32
523994,99.75
524421,46.59
524429,86.77
524555,29.0
554099,64.55
615818,114.75
619300,505.8
619488,64.45
728491,105.19
744970,159.27
754716,68.1
754721,42.0
754881,50.4
754983,108.6
755128,310.78
755208,165.77
755227,219.14
755272,1.69
755350,406.33
755483,93.25
755609,217.9
755623,382.5
755697,262.45
755743,213.94
755794,63.75
755855,119.42
755869,70.23
755879,935.0
755982,99.9
755989,101.33
756048,31.34
756088,174.72
756144,99.0
758142,90.25
758150,845.75
758329,19.86
758408,1434.6
758431,5.2
758538,143.04
758540,104.55
758571,28.01
758615,509.15
758672,198.66
758874,1034.1
759022,80.75
759258,1750.5
759271,150.58
759287,31.66
759522,230.3
759563,103.93
760118,650.25
587,286.08
603,203.92
1377,372.03
1855,241.05
1861,504.0
3721,143.44
4303,258.3
5487,105.48
8621,56.98
9337,162.56
10239,239.06
13765,106.03
15211,163.33
15213,453.05
19285,85.5
19509,125.0
20807,188.8
24739,231.33
25005,196.39
25369,115.7
26961,75.18
27161,70.93
28717,127.64
29051,56.47
29247,27.62
31955,138.68
32143,524.18
32171,190.23
33219,129.1
35207,93.83
35599,465.02
36139,190.0
36713,206.39
36775,338.67
36833,284.24
36959,42.3
37233,167.35
37601,66.39
37605,127.5
43509,211.77
44983,181.4
45151,75.75
45803,213.49
45809,26.21
46883,177.53
48687,119.65
49243,69.6
49993,207.99
50185,223.52
50361,665.0
53511,127.5
57531,90.44
57953,96.22
57963,464.72
60239,30.86
60253,63.5
60283,190.45
60311,116.45
60363,111.61
60595,67.73
60857,165.44
61231,35.54
62059,109.17
66821,86.85
71407,20.84
71857,50.79
73535,200.46
74465,127.13
76587,22.51
77811,200.52
78319,223.13
78441,29.69
81629,41.84
82449,151.38
83065,81.8
83441,54.85
83887,71.2
85511,143.44
88343,170.65
88373,73.79
88631,418.0
88703,436.05
89867,105.43
92419,247.27
93093,54.34
93335,216.62
95313,204.96
95423,208.04
95497,114.75
95599,116.42
96327,85.85
101815,129.05
103549,100.8
104587,94.83
107937,48.61
107939,74.43
108207,225.84
108849,65.66
108871,70.29
109013,4.9
109637,62.95
110161,247.14
110201,116.88
115717,205.7
118261,122.35
119863,183.28
120669,123.51
122591,275.97
122787,265.91
127181,154.7
136677,116.24
142599,65.16
143015,123.27
143057,7.4
143433,272.81
144277,133.46
147789,178.71
147811,83.67
148975,134.86
152881,306.85
154703,97.21
155951,394.45
156065,88.4
161321,353.74
161353,128.7
161439,43.21
161937,89.17
163435,30.77
165637,81.94
165995,66.0
166083,138.96
173337,56.63
173347,53.01
174419,75.72
176739,101.36
177267,167.45
199445,377.29
199553,115.46
199673,76.7
199697,444.81
199899,148.22
199955,186.71
200105,357.6
200263,152.23
200287,254.36
201093,348.16
201235,66.74
201733,196.11
201769,91.77
201913,189.06
202259,272.71
202625,433.9
202731,437.13
203117,78.89
203295,61.28
203485,270.14
203671,226.28
203981,910.83
204071,168.92
204315,56.24
204469,79.47
205197,44.51
205343,386.45
205967,12.76
206735,187.66
207429,233.49
208981,23.9
209903,90.6
210943,262.99
211539,84.86
211709,32.67
211745,334.26
213055,71.72
213147,60.22
213643,150.41
218345,258.91
218949,64.34
220217,20.36
229835,26.96
230011,166.55
230593,52.6
230603,46.21
230985,46.44
238347,38.9
240841,132.37
242925,488.78
244723,14.01
247023,176.88
254643,99.61
255069,254.19
260783,207.59
260803,376.55
260807,244.8
261015,322.74
262165,85.78
262399,117.64
264703,172.84
268265,137.86
268435,51.22
269471,168.33
270045,248.63
270055,216.0
273849,21.16
274585,51.43
277029,70.13
278187,290.14
278207,502.04
288297,715.2
289257,297.9
294561,310.46
294677,150.69
298751,32.4
302097,109.73
303357,380.91
303539,170.54
310939,152.15
318375,55.8
318467,305.28
327165,128.92
327351,111.86
440337,126.58
440395,378.51
442543,38.02
444498,56.25
445221,67.5
450576,201.53
453885,4801.17
455028,226.0
455763,290.06
465707,73.1
466100,95.63
480261,418.84
482607,124.1
486681,264.16
486894,99.44
487245,652.5
487492,156.82
487658,195.24
524440,433.5
524443,71.63
524513,34.85
524617,48.0
551587,57.8
600079,54.93
614285,235.45
617499,1.6
630545,23.97
632576,0.02
646685,67.15
657989,198.0
658005,110.76
679458,289.8
744963,292.85
753212,50.63
753226,270.94
754157,144.63
754179,86.78
754478,190.54
754560,310.78
754598,75.65
754636,76.82
754676,127.78
754707,134.67
754742,230.69
754766,111.26
754800,78.89
754938,69.24
754967,476.0
755267,2284.8
755278,160.74
755412,126.69
755481,186.46
755511,290.0
755523,235.07
755525,183.2
755667,250.0
755752,102.8
755817,26.76
756071,148.96
756103,132.36
756169,185.09
757857,143.44
757932,83.7
757956,61.8
757958,227.46
757978,877.5
757988,131.48
757989,709.21
758000,129.89
758058,339.15
758243,113.45
758281,19.89
758316,170.11
758357,111.56
758388,45.0
758488,594.15
758499,108.37
758521,185.6
758695,7.2
758757,127.5
758812,100.34
758838,272.0
758958,378.9
759524,101.78
759542,190.45
759751,40.25
759795,28.01
759828,153.0
759885,191.25
760169,47.6
487838,317.7
488860,550.0
489338,831.23
489849,105.47
492537,359.1
492672,118.34
492728,102.15
493544,50.0
493748,406.6
494493,144.63
495006,156.19
495130,116.0
495398,94.05
495465,121.5
495707,154.7
495799,346.5
496077,319.5
496130,1260.06
496296,549.45
496607,186.7
498756,170.11
498799,210.8
499183,153.72
499537,14.25
499562,539.1
500664,76.9
500890,200.69
500891,70.92
501059,166.68
501301,85.07
501415,948.33
501459,14.18
501829,397.36
502512,240.66
502678,51.28
502679,27.31
503527,54.93
505669,325.44
505805,789.3
506000,36.89
506275,34.18
508210,755.74
508419,170.93
508801,223.31
508982,509.15
509835,79.8
510025,297.5
510373,180.1
510597,30.76
510874,261.0
510899,169.15
511812,424.26
511931,1637.11
512153,200.43
513177,167.32
513849,159.76
514652,60.35
517281,141.04
517415,99.53
518035,278.91
518109,225.96
518129,103.6
518648,122.34
519008,86.7
519336,59.4
519445,180.0
520188,1651.85
520592,117.18
520756,341.83
521102,73.86
521505,932.0
521534,80.15
521560,183.28
521861,208.04
521874,490.5
522751,1115.63
523296,121.0
523993,1019.15
524453,533.99
524583,99.05
529963,35.86
541956,338.67
588206,187.16
622741,82.08
708917,175.3
719465,157.68
744983,19.0
754203,65.45
754827,52.25
755801,159.38
756007,47.16
756129,129.46
757858,10.74
758002,68.85
758098,748.78
758276,864.0
758886,60.0
758937,23.37
759295,118.15
759544,3050.48
759590,95.62
759761,4811.0
759769,479.2
759797,238.85
760034,382.5
760130,7436.65
18423,211.89
41879,75.95
45617,101.2
95391,118.62
106317,102.1
113417,86.06
115757,123.94
123449,108.9
132847,31.0
137805,107.58
148999,134.38
161367,74.87
175121,71.88
200887,109.67
204059,688.03
258225,253.38
300949,325.41
305709,79.69
325369,60.16
341651,151.8
348291,32.67
357961,327.35
395255,189.69
398193,182.09
405858,177.75
406822,161.3
409144,640.63
409299,338.0
409626,318.1
410727,472.5
413945,223.52
415990,143.44
416485,61.75
424382,296.65
439794,68.45
441813,31.24
442769,100.41
458808,871.25
459195,708.3
459771,143.44
464819,95.45
471945,143.44
482451,187.59
487138,102.66
488027,189.18
489229,189.08
491577,779.86
492009,263.5
493610,141.05
495993,304.73
499365,165.75
499699,227.11
500083,134.99
500641,123.41
500959,214.75
501864,176.11
502650,89.05
504413,189.97
504904,210.37
508080,214.36
509613,154.28
510489,420.75
512019,112.22
513141,193.91
513511,622.69
519917,60.27
521637,91.63
552418,255.0
588389,239.2
608784,233.53
754673,23.27
754752,103.61
755778,322.74
756499,100.48
758049,162.0
758194,127.5
759600,249.05
759785,172.12
330247,62.0
341225,425.0
341253,74.88
341475,458.65
341779,164.9
343733,190.85
347985,234.04
348033,380.11
348391,112.11
360227,102.45
360589,76.98
361653,171.01
363781,18.48
385015,62.0
385055,57.0
385149,103.0
385231,73.91
385249,125.0
385543,33.0
396259,278.9
396437,223.52
396667,189.0
396691,121.73
397611,339.5
398891,223.13
399395,25.77
399491,43.61
399585,292.5
399597,151.0
399685,93.0
400733,178.5
400888,60.57
400960,92.84
401008,490.88
401182,186.76
401296,11.4
401851,383.72
402386,29.82
402720,333.89
402843,181.69
402870,879.22
403347,91.63
403413,15.69
403734,136.78
404379,309.99
404529,414.38
404718,128.99
404802,101.5
404934,247.83
404997,265.5
406104,253.92
406222,25.2
406420,622.07
406831,321.75
407233,67.0
407441,45.42
407691,54.0
407958,114.75
408181,150.89
408199,462.14
408345,111.56
408774,325.55
408937,95.0
408951,15.61
409654,187.26
410154,351.9
410543,104.8
410764,291.66
411133,36.0
411253,119.5
411469,151.4
412173,234.0
412209,99.0
413357,802.83
413567,95.63
413680,490.0
414053,310.5
414490,246.24
414625,152.0
415106,175.31
415120,98.34
415507,62.79
415565,288.79
415595,205.04
415736,105.98
416417,177.3
416828,236.94
417217,17.0
418668,68.73
419157,44.63
420000,149.81
420732,65.0
420936,54.81
421014,163.33
421152,31.88
421800,70.34
422131,257.55
422862,265.55
422881,141.0
424671,168.3
424800,313.65
424967,566.95
425750,43.4
425849,127.5
426225,38.24
429814,63.75
430223,112.69
430346,509.21
430371,142.64
431065,433.5
431952,96.42
432146,50.63
433024,182.27
436233,86.01
436941,243.0
437267,287.4
437978,204.18
440264,371.22
440540,45.42
440802,67.25
441586,328.5
441676,342.55
441861,149.6
442989,200.81
443211,399.0
443364,99.45
443868,35.0
445047,90.88
445089,287.1
445209,1285.29
445279,96.7
445534,7.47
445789,123.04
445831,163.89
446065,159.29
446728,661.81
446963,11.2
453408,127.6
455529,604.35
457224,166.64
457341,376.99
458919,451.03
460833,232.8
462047,496.45
462098,108.11
462767,422.06
462980,98.1
463901,270.23
465229,70.0
465443,17.34
465548,94.04
465713,115.6
465776,64.94
465812,114.75
465977,84.41
472917,47.68
478458,84.58
480597,266.47
481089,439.48
482307,180.77
482502,322.08
485458,132.29
485527,230.78
485871,113.4
486159,131.62
486530,114.75
486625,132.29
486928,63.87
486989,306.76
487038,344.14
487057,302.81
487122,16.62
487523,27.0
487629,347.99
487706,47.81
487716,81.31
487729,453.05
487799,79.66
488147,38.0
488220,151.3
488322,472.6
488419,532.95
488617,544.55
488689,90.97
488787,113.64
488834,48.0
488862,55.59
488899,136.0
489017,91.98
489065,185.4
489351,166.51
489432,38.0
489732,130.69
489776,136.17
490056,149.93
490242,19.0
490278,286.07
490531,187.57
490680,126.65
490874,166.94
490926,135.0
491021,182.75
491038,183.29
491065,169.02
491080,807.5
491299,84.0
491514,65.0
491525,34.0
491535,27.0
491681,200.59
491735,46.4
491825,49.0
491901,150.89
491906,180.0
492013,17.81
492145,167.93
492434,298.83
492443,43.71
492721,305.92
492895,59.89
493113,1010.0
493156,264.8
493474,115.53
493481,423.65
493581,50.63
493690,179.93
493819,80.49
494067,106.06
494267,163.91
494423,24.0
494452,190.91
494678,85.14
494880,160.01
494937,20.0
494967,134.67
494969,132.47
495005,99.61
495077,305.64
495608,1329.29
495947,48.5
496175,104.99
496261,243.84
496341,142.8
497626,93.23
497653,35.86
497672,85.0
497711,132.08
497799,374.0
498167,903.55
498265,171.8
498535,474.14
498967,78.81
499040,147.97
499096,27.06
499125,191.33
499232,302.12
499260,105.14
499315,68.75
499452,288.4
499471,72.0
499480,131.49
499561,221.01
499660,137.14
499675,59.0
500089,450.9
500343,267.33
500367,115.98
500454,146.63
501017,201.19
501066,192.84
501102,116.92
501176,111.56
