window,store_name,pilot,segment,units
pre,Vasai West - Station Road,0,Ethical,3696
pre,Vasai West - Station Road,0,GA,5308
pre,Vasai West - Station Road,0,NGA,1304
pre,Vasai West - Station Road,0,Other,3995
pre,Vashi,0,Ethical,7875
pre,Vashi,0,GA,14700
pre,Vashi,0,NGA,3842
pre,Vashi,0,Other,6773
pre,Vashi Sector 11,0,Ethical,4064
pre,Vashi Sector 11,0,GA,7277
pre,Vashi Sector 11,0,NGA,1899
pre,Vashi Sector 11,0,Other,2403
pre,Veenanagar,0,Ethical,2999
pre,Veenanagar,0,GA,7611
pre,Veenanagar,0,NGA,3234
pre,Veenanagar,0,Other,2686
pre,Versova - Yari Road,0,Ethical,2274
pre,Versova - Yari Road,0,GA,5600
pre,Versova - Yari Road,0,NGA,1134
pre,Versova - Yari Road,0,Other,3230
pre,Versova Andheri,0,Ethical,7729
pre,Versova Andheri,0,GA,10268
pre,Versova Andheri,0,NGA,3766
pre,Versova Andheri,0,Other,4442
pre,Vijay Nagari - Thane,0,Ethical,6825
pre,Vijay Nagari - Thane,0,GA,10152
pre,Vijay Nagari - Thane,0,NGA,2825
pre,Vijay Nagari - Thane,0,Other,3518
pre,Vikhroli,0,Ethical,10713
pre,Vikhroli,0,GA,16675
pre,Vikhroli,0,NGA,3392
pre,Vikhroli,0,Other,6138
pre,Vikhroli Kannamwar,0,Ethical,5015
pre,Vikhroli Kannamwar,0,GA,7078
pre,Vikhroli Kannamwar,0,NGA,1678
pre,Vikhroli Kannamwar,0,Other,3417
pre,Vile Parle,0,Ethical,2428
pre,Vile Parle,0,GA,5141
pre,Vile Parle,0,NGA,1003
pre,Vile Parle,0,Other,2491
pre,Virar East,0,Ethical,4556
pre,Virar East,0,GA,6474
pre,Virar East,0,NGA,1405
pre,Virar East,0,Other,2989
pre,Virar West,0,Ethical,4647
pre,Virar West,0,GA,5119
pre,Virar West,0,NGA,1180
pre,Virar West,0,Other,2692
pre,Wadgaon Budruk Pune,0,Ethical,2837
pre,Wadgaon Budruk Pune,0,GA,3666
pre,Wadgaon Budruk Pune,0,NGA,682
pre,Wadgaon Budruk Pune,0,Other,1043
pre,Wadgaon Sheri,0,Ethical,3280
pre,Wadgaon Sheri,0,GA,4473
pre,Wadgaon Sheri,0,NGA,1018
pre,Wadgaon Sheri,0,Other,1942
pre,Wadgaon Sheri-Old Mundhwa Rd,0,Ethical,2821
pre,Wadgaon Sheri-Old Mundhwa Rd,0,GA,2676
pre,Wadgaon Sheri-Old Mundhwa Rd,0,NGA,677
pre,Wadgaon Sheri-Old Mundhwa Rd,0,Other,2108
pre,Wanawadi Pune,0,Ethical,1948
pre,Wanawadi Pune,0,GA,4108
pre,Wanawadi Pune,0,NGA,771
pre,Wanawadi Pune,0,Other,1051
pre,Warje Pune,0,Ethical,1631
pre,Warje Pune,0,GA,2653
pre,Warje Pune,0,NGA,413
pre,Warje Pune,0,Other,1385
pre,Wayale Nagar,0,Ethical,2918
pre,Wayale Nagar,0,GA,5331
pre,Wayale Nagar,0,NGA,1098
pre,Wayale Nagar,0,Other,2191
pre,Yashodhan,0,Ethical,9605
pre,Yashodhan,0,GA,15887
pre,Yashodhan,0,NGA,3763
pre,Yashodhan,0,Other,4473
pre,Yogi Nagar,0,Ethical,2601
pre,Yogi Nagar,0,GA,5898
pre,Yogi Nagar,0,NGA,1709
pre,Yogi Nagar,0,Other,2276
pre,Yogidham Kalyan,0,Ethical,1978
pre,Yogidham Kalyan,0,GA,2967
pre,Yogidham Kalyan,0,NGA,691
pre,Yogidham Kalyan,0,Other,1827
post,7 Rasta Byculla,0,Ethical,3112
post,7 Rasta Byculla,0,GA,6238
post,7 Rasta Byculla,0,NGA,1359
post,7 Rasta Byculla,0,Other,3051
post,Airoli,0,Ethical,7365
post,Airoli,0,GA,13681
post,Airoli,0,NGA,3669
post,Airoli,0,Other,4216
post,Airoli Sector - 3,0,Ethical,5134
post,Airoli Sector - 3,0,GA,7751
post,Airoli Sector - 3,0,NGA,2002
post,Airoli Sector - 3,0,Other,3372
post,Ambegaon Pune,0,Ethical,2212
post,Ambegaon Pune,0,GA,2965
post,Ambegaon Pune,0,NGA,496
post,Ambegaon Pune,0,Other,1593
post,Ambernath East,0,Ethical,4325
post,Ambernath East,0,GA,4648
post,Ambernath East,0,NGA,990
post,Ambernath East,0,Other,1271
post,Ambernath West,0,Ethical,4247
post,Ambernath West,0,GA,5478
post,Ambernath West,0,NGA,908
post,Ambernath West,0,Other,1566
post,Ashokvan Dahisar,0,Ethical,4157
post,Ashokvan Dahisar,0,GA,7935
post,Ashokvan Dahisar,0,NGA,1836
post,Ashokvan Dahisar,0,Other,2792
post,Badlapur - Belavali,0,Ethical,1630
post,Badlapur - Belavali,0,GA,4176
post,Badlapur - Belavali,0,NGA,1009
post,Badlapur - Belavali,0,Other,3127
post,Badlapur East,0,Ethical,2430
post,Badlapur East,0,GA,3535
post,Badlapur East,0,NGA,719
post,Badlapur East,0,Other,1087
post,Bandra,1,Ethical,4893
post,Bandra,1,GA,11555
post,Bandra,1,NGA,2550
post,Bandra,1,Other,4170
post,Bhandup West,0,Ethical,6292
post,Bhandup West,0,GA,10790
post,Bhandup West,0,NGA,2261
post,Bhandup West,0,Other,2949
post,Bhayandar,0,Ethical,5143
post,Bhayandar,0,GA,8892
post,Bhayandar,0,NGA,2299
post,Bhayandar,0,Other,3752
post,Bhayander 60 Feet Road,0,Ethical,3937
post,Bhayander 60 Feet Road,0,GA,4076
post,Bhayander 60 Feet Road,0,NGA,1209
post,Bhayander 60 Feet Road,0,Other,2837
post,Bhekrainagar Pune,0,Ethical,1804
post,Bhekrainagar Pune,0,GA,3147
post,Bhekrainagar Pune,0,NGA,512
post,Bhekrainagar Pune,0,Other,1624
post,Bhiwandi - Shivaji Chowk,0,Ethical,1348
post,Bhiwandi - Shivaji Chowk,0,GA,1993
post,Bhiwandi - Shivaji Chowk,0,NGA,523
post,Bhiwandi - Shivaji Chowk,0,Other,2463
post,Bhiwandi Dhamankar Naka,1,Ethical,4600
post,Bhiwandi Dhamankar Naka,1,GA,7928
post,Bhiwandi Dhamankar Naka,1,NGA,1921
post,Bhiwandi Dhamankar Naka,1,Other,2829
post,Bibwewadi Pune,0,Ethical,2721
post,Bibwewadi Pune,0,GA,9825
post,Bibwewadi Pune,0,NGA,821
post,Bibwewadi Pune,0,Other,1323
post,Bytco Point Nashik,0,Ethical,3229
post,Bytco Point Nashik,0,GA,2930
post,Bytco Point Nashik,0,NGA,775
post,Bytco Point Nashik,0,Other,2246
post,CST Bora Bazaar,0,Ethical,2290
post,CST Bora Bazaar,0,GA,5746
post,CST Bora Bazaar,0,NGA,1369
post,CST Bora Bazaar,0,Other,2488
post,Chandivali,0,Ethical,2025
post,Chandivali,0,GA,4093
post,Chandivali,0,NGA,1075
post,Chandivali,0,Other,2387
post,Charkop,0,Ethical,5318
post,Charkop,0,GA,10406
post,Charkop,0,NGA,2498
post,Charkop,0,Other,2612
post,Chembur,0,Ethical,6353
post,Chembur,0,GA,16651
post,Chembur,0,NGA,3873
post,Chembur,0,Other,4224
post,Chinchwad,1,Ethical,2408
post,Chinchwad,1,GA,3244
post,Chinchwad,1,NGA,805
post,Chinchwad,1,Other,2956
post,Chinchwad - Gandhi Peth,1,Ethical,1181
post,Chinchwad - Gandhi Peth,1,GA,1111
post,Chinchwad - Gandhi Peth,1,NGA,265
post,Chinchwad - Gandhi Peth,1,Other,1333
post,Cidco Nashik,0,Ethical,2117
post,Cidco Nashik,0,GA,2661
post,Cidco Nashik,0,NGA,530
post,Cidco Nashik,0,Other,2396
post,Colaba,1,Ethical,2206
post,Colaba,1,GA,5005
post,Colaba,1,NGA,951
post,Colaba,1,Other,2646
post,Dadar East,0,Ethical,2749
post,Dadar East,0,GA,4919
post,Dadar East,0,NGA,1234
post,Dadar East,0,Other,2646
post,Dahisar,0,Ethical,4351
post,Dahisar,0,GA,8187
post,Dahisar,0,NGA,1783
post,Dahisar,0,Other,2814
post,Dattnagar,0,Ethical,2093
post,Dattnagar,0,GA,6083
post,Dattnagar,0,NGA,652
post,Dattnagar,0,Other,1473
post,Dhanakwadi,0,Ethical,4037
post,Dhanakwadi,0,GA,5728
post,Dhanakwadi,0,NGA,1266
post,Dhanakwadi,0,Other,2861
post,Dhanori Pune,0,Ethical,2821
post,Dhanori Pune,0,GA,4712
post,Dhanori Pune,0,NGA,903
post,Dhanori Pune,0,Other,1781
post,Dhayari Pune,0,Ethical,2651
post,Dhayari Pune,0,GA,3709
post,Dhayari Pune,0,NGA,731
post,Dhayari Pune,0,Other,1587
post,Dighi Pune,1,Ethical,1400
post,Dighi Pune,1,GA,2351
post,Dighi Pune,1,NGA,378
post,Dighi Pune,1,Other,972
post,Dombivali,0,Ethical,4457
post,Dombivali,0,GA,8393
post,Dombivali,0,NGA,1920
post,Dombivali,0,Other,2164
post,Dombivali - Navpada,0,Ethical,2757
post,Dombivali - Navpada,0,GA,3776
post,Dombivali - Navpada,0,NGA,993
post,Dombivali - Navpada,0,Other,2762
post,Dombivali - Reti Bunder,0,Ethical,2007
post,Dombivali - Reti Bunder,0,GA,2724
post,Dombivali - Reti Bunder,0,NGA,521
post,Dombivali - Reti Bunder,0,Other,2013
post,Dombivli West,0,Ethical,5839
post,Dombivli West,0,GA,12641
post,Dombivli West,0,NGA,2955
post,Dombivli West,0,Other,3077
post,Evershine Nagar,0,Ethical,2355
post,Evershine Nagar,0,GA,5136
post,Evershine Nagar,0,NGA,1346
post,Evershine Nagar,0,Other,1510
post,Fam Society - Koperkhairne,0,Ethical,5512
post,Fam Society - Koperkhairne,0,GA,8206
post,Fam Society - Koperkhairne,0,NGA,2212
post,Fam Society - Koperkhairne,0,Other,5088
post,Fursungi Pune,0,Ethical,2498
post,Fursungi Pune,0,GA,3059
post,Fursungi Pune,0,NGA,868
post,Fursungi Pune,0,Other,2815
post,Ghansoli,0,Ethical,7315
post,Ghansoli,0,GA,11967
post,Ghansoli,0,NGA,3357
post,Ghansoli,0,Other,4656
post,Ghatkopar East,0,Ethical,5155
post,Ghatkopar East,0,GA,7813
post,Ghatkopar East,0,NGA,2008
post,Ghatkopar East,0,Other,4618
post,Ghatkopar West,0,Ethical,4573
post,Ghatkopar West,0,GA,7604
post,Ghatkopar West,0,NGA,2106
post,Ghatkopar West,0,Other,2721
post,Ghodapdeo - Byculla,0,Ethical,1590
post,Ghodapdeo - Byculla,0,GA,5337
post,Ghodapdeo - Byculla,0,NGA,1285
post,Ghodapdeo - Byculla,0,Other,1647
post,Global City Virar West,0,Ethical,3104
post,Global City Virar West,0,GA,3427
post,Global City Virar West,0,NGA,953
post,Global City Virar West,0,Other,2603
post,Goregaon,1,Ethical,4942
post,Goregaon,1,GA,10967
post,Goregaon,1,NGA,3356
post,Goregaon,1,Other,2862
post,Goregaon West S.V. Road,1,Ethical,5441
post,Goregaon West S.V. Road,1,GA,6711
post,Goregaon West S.V. Road,1,NGA,1671
post,Goregaon West S.V. Road,1,Other,4017
post,Govandi,0,Ethical,5834
post,Govandi,0,GA,12699
post,Govandi,0,NGA,3109
post,Govandi,0,Other,3815
post,Gujrat Colony Kothrud,0,Ethical,2091
post,Gujrat Colony Kothrud,0,GA,2378
post,Gujrat Colony Kothrud,0,NGA,582
post,Gujrat Colony Kothrud,0,Other,1143
post,Gulab Nagar Pune,0,Ethical,2319
post,Gulab Nagar Pune,0,GA,3843
post,Gulab Nagar Pune,0,NGA,692
post,Gulab Nagar Pune,0,Other,1783
post,Hari Om Nagar,0,Ethical,4890
post,Hari Om Nagar,0,GA,6512
post,Hari Om Nagar,0,NGA,1840
post,Hari Om Nagar,0,Other,4256
post,Hiltron Ulhasnagar,0,Ethical,2397
post,Hiltron Ulhasnagar,0,GA,3479
post,Hiltron Ulhasnagar,0,NGA,840
post,Hiltron Ulhasnagar,0,Other,2148
post,Hiranandani Thane,0,Ethical,8183
post,Hiranandani Thane,0,GA,12225
post,Hiranandani Thane,0,NGA,2626
post,Hiranandani Thane,0,Other,4629
post,IC Colony Borivali,0,Ethical,6764
post,IC Colony Borivali,0,GA,11747
post,IC Colony Borivali,0,NGA,3322
post,IC Colony Borivali,0,Other,4266
post,JB Nagar,0,Ethical,9487
post,JB Nagar,0,GA,13767
post,JB Nagar,0,NGA,3907
post,JB Nagar,0,Other,5957
post,JJ Hospital,0,Ethical,3467
post,JJ Hospital,0,GA,14178
post,JJ Hospital,0,NGA,3697
post,JJ Hospital,0,Other,2799
post,Jagruti Nagar Ghatkopar,0,Ethical,1985
post,Jagruti Nagar Ghatkopar,0,GA,3310
post,Jagruti Nagar Ghatkopar,0,NGA,888
post,Jagruti Nagar Ghatkopar,0,Other,1645
post,Jail Road Nashik,0,Ethical,2330
post,Jail Road Nashik,0,GA,2392
post,Jail Road Nashik,0,NGA,570
post,Jail Road Nashik,0,Other,1698
post,Jay VIjay Nagar Nalasopara East,0,Ethical,2084
post,Jay VIjay Nagar Nalasopara East,0,GA,2999
post,Jay VIjay Nagar Nalasopara East,0,NGA,650
post,Jay VIjay Nagar Nalasopara East,0,Other,1540
post,Kalamboli,0,Ethical,3687
post,Kalamboli,0,GA,5108
post,Kalamboli,0,NGA,1469
post,Kalamboli,0,Other,2293
post,Kalher Bhiwandi,0,Ethical,4440
post,Kalher Bhiwandi,0,GA,6895
post,Kalher Bhiwandi,0,NGA,1748
post,Kalher Bhiwandi,0,Other,5438
post,Kalina,0,Ethical,3994
post,Kalina,0,GA,6429
post,Kalina,0,NGA,1494
post,Kalina,0,Other,2092
post,Kalwa,0,Ethical,8496
post,Kalwa,0,GA,16566
post,Kalwa,0,NGA,4064
post,Kalwa,0,Other,4566
post,Kalyan,0,Ethical,3760
post,Kalyan,0,GA,5735
post,Kalyan,0,NGA,1600
post,Kalyan,0,Other,2352
post,Kalyan - DB Chowk,0,Ethical,2279
post,Kalyan - DB Chowk,0,GA,3327
post,Kalyan - DB Chowk,0,NGA,816
post,Kalyan - DB Chowk,0,Other,2725
post,Kalyan East-Tisgaon Naka,0,Ethical,4048
post,Kalyan East-Tisgaon Naka,0,GA,6183
post,Kalyan East-Tisgaon Naka,0,NGA,1350
post,Kalyan East-Tisgaon Naka,0,Other,1873
post,Kalyan West Club Road,0,Ethical,2196
post,Kalyan West Club Road,0,GA,5444
post,Kalyan West Club Road,0,NGA,1087
post,Kalyan West Club Road,0,Other,2560
post,Kamotha,0,Ethical,8260
post,Kamotha,0,GA,10875
post,Kamotha,0,NGA,3018
post,Kamotha,0,Other,5095
post,Kamothe - Sector 36,0,Ethical,2959
post,Kamothe - Sector 36,0,GA,3924
post,Kamothe - Sector 36,0,NGA,1069
post,Kamothe - Sector 36,0,Other,2237
post,Kandivali East,0,Ethical,4179
post,Kandivali East,0,GA,7808
post,Kandivali East,0,NGA,1970
post,Kandivali East,0,Other,2617
post,Kandivali West,0,Ethical,1036
post,Kandivali West,0,GA,3623
post,Kandivali West,0,NGA,1154
post,Kandivali West,0,Other,1008
post,Kasarvadavali Thane,0,Ethical,3176
post,Kasarvadavali Thane,0,GA,6633
post,Kasarvadavali Thane,0,NGA,1446
post,Kasarvadavali Thane,0,Other,2554
post,Katrap Badlapur East,0,Ethical,1770
post,Katrap Badlapur East,0,GA,2964
post,Katrap Badlapur East,0,NGA,418
post,Katrap Badlapur East,0,Other,1485
post,Khadki Pune,0,Ethical,3152
post,Khadki Pune,0,GA,4064
post,Khadki Pune,0,NGA,1013
post,Khadki Pune,0,Other,2753
post,Khanda Colony,1,Ethical,4069
post,Khanda Colony,1,GA,5455
post,Khanda Colony,1,NGA,1697
post,Khanda Colony,1,Other,2189
post,Khar West,1,Ethical,3614
post,Khar West,1,GA,6684
post,Khar West,1,NGA,1719
post,Khar West,1,Other,2437
post,Kharghar,0,Ethical,5239
post,Kharghar,0,GA,13311
post,Kharghar,0,NGA,3316
post,Kharghar,0,Other,4444
post,Kharghar Sector 12,0,Ethical,3338
post,Kharghar Sector 12,0,GA,6578
post,Kharghar Sector 12,0,NGA,1822
post,Kharghar Sector 12,0,Other,2357
post,Khopat,0,Ethical,5900
post,Khopat,0,GA,11284
post,Khopat,0,NGA,2579
post,Khopat,0,Other,2970
post,Khutwad Nagar Nashik,0,Ethical,1015
post,Khutwad Nagar Nashik,0,GA,1007
post,Khutwad Nagar Nashik,0,NGA,219
post,Khutwad Nagar Nashik,0,Other,1251
post,Kolsheth,0,Ethical,7791
post,Kolsheth,0,GA,19834
post,Kolsheth,0,NGA,4099
post,Kolsheth,0,Other,3767
post,Kopar Khairane,0,Ethical,6805
post,Kopar Khairane,0,GA,12294
post,Kopar Khairane,0,NGA,3219
post,Kopar Khairane,0,Other,4701
post,Kopari Thane,0,Ethical,4344
post,Kopari Thane,0,GA,3249
post,Kopari Thane,0,NGA,1034
post,Kopari Thane,0,Other,2465
post,Koper Khairane - Sector 7,0,Ethical,2807
post,Koper Khairane - Sector 7,0,GA,5334
post,Koper Khairane - Sector 7,0,NGA,1580
post,Koper Khairane - Sector 7,0,Other,2974
post,Kulgaon Badlapur West,0,Ethical,3208
post,Kulgaon Badlapur West,0,GA,6752
post,Kulgaon Badlapur West,0,NGA,1267
post,Kulgaon Badlapur West,0,Other,3487
post,Kurla,0,Ethical,2269
post,Kurla,0,GA,7338
post,Kurla,0,NGA,1452
post,Kurla,0,Other,2390
post,Kurla West,0,Ethical,4590
post,Kurla West,0,GA,9787
post,Kurla West,0,NGA,2312
post,Kurla West,0,Other,3655
post,Lower Parel - SJ Marg,0,Ethical,1970
post,Lower Parel - SJ Marg,0,GA,3765
post,Lower Parel - SJ Marg,0,NGA,816
post,Lower Parel - SJ Marg,0,Other,3404
post,Mahakali,0,Ethical,8131
post,Mahakali,0,GA,11316
post,Mahakali,0,NGA,3585
post,Mahakali,0,Other,5166
post,Mahavir Pride Dombivali,0,Ethical,4051
post,Mahavir Pride Dombivali,0,GA,7330
post,Mahavir Pride Dombivali,0,NGA,1749
post,Mahavir Pride Dombivali,0,Other,3346
post,Mahim West,0,Ethical,3843
post,Mahim West,0,GA,6642
post,Mahim West,0,NGA,1667
post,Mahim West,0,Other,3161
post,Malad,0,Ethical,5001
post,Malad,0,GA,10408
post,Malad,0,NGA,3355
post,Malad,0,Other,2607
post,Malad Liberty Garden,0,Ethical,3061
post,Malad Liberty Garden,0,GA,6984
post,Malad Liberty Garden,0,NGA,1256
post,Malad Liberty Garden,0,Other,2827
post,Malwani,0,Ethical,3585
post,Malwani,0,GA,6075
post,Malwani,0,NGA,1674
post,Malwani,0,Other,1758
post,Marol,0,Ethical,5716
post,Marol,0,GA,12127
post,Marol,0,NGA,3282
post,Marol,0,Other,3797
post,Mharal Ulhasnagar,0,Ethical,3685
post,Mharal Ulhasnagar,0,GA,4843
post,Mharal Ulhasnagar,0,NGA,1825
post,Mharal Ulhasnagar,0,Other,3716
post,Mhasrul Nashik,0,Ethical,2891
post,Mhasrul Nashik,0,GA,3119
post,Mhasrul Nashik,0,NGA,781
post,Mhasrul Nashik,0,Other,2858
post,Mira Road,0,Ethical,3630
post,Mira Road,0,GA,5411
post,Mira Road,0,NGA,1156
post,Mira Road,0,Other,2077
post,Mira Road - GCC Club Road,0,Ethical,1665
post,Mira Road - GCC Club Road,0,GA,1747
post,Mira Road - GCC Club Road,0,NGA,298
post,Mira Road - GCC Club Road,0,Other,1466
post,Mira Road Jangid Complex,0,Ethical,3329
post,Mira Road Jangid Complex,0,GA,6624
post,Mira Road Jangid Complex,0,NGA,1366
post,Mira Road Jangid Complex,0,Other,2805
post,Mohan Nagar Kandivali,0,Ethical,1645
post,Mohan Nagar Kandivali,0,GA,5275
post,Mohan Nagar Kandivali,0,NGA,1050
post,Mohan Nagar Kandivali,0,Other,2236
post,Mulund East,0,Ethical,8863
post,Mulund East,0,GA,19445
post,Mulund East,0,NGA,4395
post,Mulund East,0,Other,4852
post,Mulund Panch Rasta,0,Ethical,2864
post,Mulund Panch Rasta,0,GA,5713
post,Mulund Panch Rasta,0,NGA,1462
post,Mulund Panch Rasta,0,Other,1557
post,Mulund West,0,Ethical,4192
post,Mulund West,0,GA,14878
post,Mulund West,0,NGA,2895
post,Mulund West,0,Other,3108
post,Mulund West-Sarvodaya Nagar,0,Ethical,5610
post,Mulund West-Sarvodaya Nagar,0,GA,10276
post,Mulund West-Sarvodaya Nagar,0,NGA,2294
post,Mulund West-Sarvodaya Nagar,0,Other,2673
post,Mundhwa Pune,0,Ethical,2002
post,Mundhwa Pune,0,GA,2799
post,Mundhwa Pune,0,NGA,578
post,Mundhwa Pune,0,Other,1620
post,NIBM Kondwa,0,Ethical,4171
post,NIBM Kondwa,0,GA,9129
post,NIBM Kondwa,0,NGA,1993
post,NIBM Kondwa,0,Other,3190
post,Nahur West,0,Ethical,4861
post,Nahur West,0,GA,7805
post,Nahur West,0,NGA,1858
post,Nahur West,0,Other,2703
post,Nalasopara - Yashwant Nagar,0,Ethical,1935
post,Nalasopara - Yashwant Nagar,0,GA,2830
post,Nalasopara - Yashwant Nagar,0,NGA,708
post,Nalasopara - Yashwant Nagar,0,Other,1971
post,Nalasopara West,0,Ethical,3034
post,Nalasopara West,0,GA,4296
post,Nalasopara West,0,NGA,928
post,Nalasopara West,0,Other,1408
post,Narhe Pune,0,Ethical,1936
post,Narhe Pune,0,GA,3224
post,Narhe Pune,0,NGA,642
post,Narhe Pune,0,Other,1539
post,Naupada,0,Ethical,6028
post,Naupada,0,GA,10386
post,Naupada,0,NGA,2908
post,Naupada,0,Other,3206
post,Navare Nagar Ambernath,0,Ethical,2697
post,Navare Nagar Ambernath,0,GA,4046
post,Navare Nagar Ambernath,0,NGA,732
post,Navare Nagar Ambernath,0,Other,1768
post,Navi Peth Pune,0,Ethical,2867
post,Navi Peth Pune,0,GA,5223
post,Navi Peth Pune,0,NGA,963
post,Navi Peth Pune,0,Other,2965
post,Navjeevan Mumbai Central,0,Ethical,3698
post,Navjeevan Mumbai Central,0,GA,8427
post,Navjeevan Mumbai Central,0,NGA,2385
post,Navjeevan Mumbai Central,0,Other,3982
post,Nerul East,0,Ethical,4053
post,Nerul East,0,GA,8582
post,Nerul East,0,NGA,2194
post,Nerul East,0,Other,3407
post,Nerul West,0,Ethical,3664
post,Nerul West,0,GA,7765
post,Nerul West,0,NGA,1885
post,Nerul West,0,Other,2520
post,New Panvel,0,Ethical,5298
post,New Panvel,0,GA,7841
post,New Panvel,0,NGA,2055
post,New Panvel,0,Other,2935
post,Old Panvel,0,Ethical,4947
post,Old Panvel,0,GA,6896
post,Old Panvel,0,NGA,1677
post,Old Panvel,0,Other,2563
post,Palegaon Ambernath,0,Ethical,1521
post,Palegaon Ambernath,0,GA,2588
post,Palegaon Ambernath,0,NGA,573
post,Palegaon Ambernath,0,Other,3183
post,Panchpakhadi,0,Ethical,4400
post,Panchpakhadi,0,GA,6490
post,Panchpakhadi,0,NGA,1560
post,Panchpakhadi,0,Other,3120
post,Pantnagar,0,Ethical,2647
post,Pantnagar,0,GA,5209
post,Pantnagar,0,NGA,1452
post,Pantnagar,0,Other,1968
post,Panvel - Uran Naka,0,Ethical,2507
post,Panvel - Uran Naka,0,GA,4571
post,Panvel - Uran Naka,0,NGA,988
post,Panvel - Uran Naka,0,Other,2707
post,Phadke Road - Dombivali,0,Ethical,3180
post,Phadke Road - Dombivali,0,GA,6342
post,Phadke Road - Dombivali,0,NGA,1279
post,Phadke Road - Dombivali,0,Other,2125
post,Pimple Gurav,0,Ethical,1959
post,Pimple Gurav,0,GA,4204
post,Pimple Gurav,0,NGA,746
post,Pimple Gurav,0,Other,1565
post,Prabhadevi,0,Ethical,3558
post,Prabhadevi,0,GA,11653
post,Prabhadevi,0,NGA,1556
post,Prabhadevi,0,Other,4248
post,Pragati Nagar Nalasopara East,0,Ethical,2294
post,Pragati Nagar Nalasopara East,0,GA,2986
post,Pragati Nagar Nalasopara East,0,NGA,636
post,Pragati Nagar Nalasopara East,0,Other,2631
post,Rajawadi,0,Ethical,2945
post,Rajawadi,0,GA,8748
post,Rajawadi,0,NGA,2251
post,Rajawadi,0,Other,2669
post,Roadpali Kalamboli,0,Ethical,1951
post,Roadpali Kalamboli,0,GA,3956
post,Roadpali Kalamboli,0,NGA,960
post,Roadpali Kalamboli,0,Other,2175
post,Rupee Nagar Pune,0,Ethical,981
post,Rupee Nagar Pune,0,GA,1816
post,Rupee Nagar Pune,0,NGA,362
post,Rupee Nagar Pune,0,Other,2085
post,Saibaba Nagar,0,Ethical,2671
post,Saibaba Nagar,0,GA,7103
post,Saibaba Nagar,0,NGA,1708
post,Saibaba Nagar,0,Other,1522
post,Sakinaka - Pipeline Road,0,Ethical,2124
post,Sakinaka - Pipeline Road,0,GA,2873
post,Sakinaka - Pipeline Road,0,NGA,752
post,Sakinaka - Pipeline Road,0,Other,2370
post,Sanpada,1,Ethical,7033
post,Sanpada,1,GA,12101
post,Sanpada,1,NGA,2855
post,Sanpada,1,Other,4362
post,Santa Cruz SV Road,0,Ethical,3875
post,Santa Cruz SV Road,0,GA,6061
post,Santa Cruz SV Road,0,NGA,1528
post,Santa Cruz SV Road,0,Other,2931
post,"Santoshi Mata Road, Kalyan West",0,Ethical,4156
post,"Santoshi Mata Road, Kalyan West",0,GA,5422
post,"Santoshi Mata Road, Kalyan West",0,NGA,1234
post,"Santoshi Mata Road, Kalyan West",0,Other,2479
post,Sasane Nagar Pune,1,Ethical,2141
post,Sasane Nagar Pune,1,GA,3116
post,Sasane Nagar Pune,1,NGA,689
post,Sasane Nagar Pune,1,Other,1282
post,Seawoods,0,Ethical,5083
post,Seawoods,0,GA,10758
post,Seawoods,0,NGA,2297
post,Seawoods,0,Other,3216
post,Sector 3 - New Panvel,0,Ethical,4123
post,Sector 3 - New Panvel,0,GA,4939
post,Sector 3 - New Panvel,0,NGA,955
post,Sector 3 - New Panvel,0,Other,2687
post,Shanti Nagar Mira Road,0,Ethical,1246
post,Shanti Nagar Mira Road,0,GA,3565
post,Shanti Nagar Mira Road,0,NGA,622
post,Shanti Nagar Mira Road,0,Other,2607
post,Shirgaon Badlapur,0,Ethical,2954
post,Shirgaon Badlapur,0,GA,3957
post,Shirgaon Badlapur,0,NGA,740
post,Shirgaon Badlapur,0,Other,3466
post,Shivaji Nagar Pune,0,Ethical,3995
post,Shivaji Nagar Pune,0,GA,6355
post,Shivaji Nagar Pune,0,NGA,1157
post,Shivaji Nagar Pune,0,Other,2465
post,Shreenagar,0,Ethical,8090
post,Shreenagar,0,GA,13911
post,Shreenagar,0,NGA,2770
post,Shreenagar,0,Other,4446
post,Shriprastha Nalasopara West,0,Ethical,2008
post,Shriprastha Nalasopara West,0,GA,2573
post,Shriprastha Nalasopara West,0,NGA,741
post,Shriprastha Nalasopara West,0,Other,2047
post,Sion Koliwada,0,Ethical,4135
post,Sion Koliwada,0,GA,7646
post,Sion Koliwada,0,NGA,1666
post,Sion Koliwada,0,Other,3480
post,Thakur Complex,0,Ethical,5200
post,Thakur Complex,0,GA,9967
post,Thakur Complex,0,NGA,2510
post,Thakur Complex,0,Other,2581
post,Thergaon,0,Ethical,1856
post,Thergaon,0,GA,4323
post,Thergaon,0,NGA,899
post,Thergaon,0,Other,2137
post,Tilak Road Pune,0,Ethical,3748
post,Tilak Road Pune,0,GA,5675
post,Tilak Road Pune,0,NGA,1011
post,Tilak Road Pune,0,Other,2343
post,Tilaknagar,0,Ethical,3826
post,Tilaknagar,0,GA,8605
post,Tilaknagar,0,NGA,2182
post,Tilaknagar,0,Other,3413
post,Titwala,0,Ethical,6201
post,Titwala,0,GA,6693
post,Titwala,0,NGA,1980
post,Titwala,0,Other,5490
post,Trimurti Chowk Nashik,0,Ethical,1342
post,Trimurti Chowk Nashik,0,GA,1576
